    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn   RPN:ChngeM    RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _           _      
         0f          0g          0c          2e         14e          1A         10A         17A    
     1.9157E-2        9.60000    347.010    -1250.6        730.180    1.9157E-2       86.0000       1.41400
     1.9157E-2        9.30000    347.030    -1251.9        730.770    1.9157E-2       86.0340       1.41320
     1.9157E-2        9.00000    347.050    -1253.2        731.340    1.9157E-2       86.0660       1.41240
     1.9157E-2        8.70000    347.070    -1254.5        731.880    1.9157E-2       86.0980       1.41150
     1.9157E-2        8.40000    347.090    -1255.7        732.390    1.9157E-2       86.1280       1.41070
     1.9157E-2        8.10000    347.100    -1256.8        732.890    1.9157E-2       86.1570       1.40980
     1.9157E-2        7.80000    347.120    -1257.9        733.350    1.9157E-2       86.1850       1.40890
     1.9157E-2        7.50000    347.140    -1259.0        733.800    1.9157E-2       86.2120       1.40800
     1.9157E-2        7.20000    347.150    -1260.1        734.210    1.9157E-2       86.2380       1.40710
     1.9157E-2        6.90000    347.170    -1261.1        734.610    1.9157E-2       86.2620       1.40620
     1.9157E-2        6.60000    347.180    -1262.1        734.970    1.9157E-2       86.2860       1.40530
     1.9157E-2        6.30000    347.200    -1263.0        735.320    1.9157E-2       86.3080       1.40430
     1.9157E-2        6.00000    347.210    -1263.9        735.630    1.9157E-2       86.3290       1.40340
     1.9157E-2        5.70000    347.230    -1264.8        735.930    1.9157E-2       86.3490       1.40240
     1.9157E-2        5.40000    347.240    -1265.6        736.190    1.9157E-2       86.3680       1.40140
     1.9157E-2        5.10000    347.250    -1266.4        736.440    1.9157E-2       86.3860       1.40040
     1.9157E-2        4.80000    347.260    -1267.1        736.660    1.9157E-2       86.4020       1.39940
     1.9157E-2        4.50000    347.270    -1267.9        736.850    1.9157E-2       86.4180       1.39840
     1.9157E-2        4.20000    347.280    -1268.5        737.020    1.9157E-2       86.4320       1.39730
     1.9157E-2        3.90000    347.290    -1269.2        737.160    1.9157E-2       86.4450       1.39630
     1.9157E-2        3.60000    347.300    -1269.8        737.280    1.9157E-2       86.4570       1.39520
     1.9157E-2        3.30000    347.310    -1270.4        737.370    1.9157E-2       86.4680       1.39410
     1.9157E-2        3.00000    347.320    -1270.9        737.440    1.9157E-2       86.4780       1.39300
     1.9157E-2        2.70000    347.330    -1271.4        737.480    1.9157E-2       86.4860       1.39190
     1.9157E-2        2.40000    347.330    -1271.8        737.500    1.9157E-2       86.4940       1.39080
     1.9157E-2        2.10000    347.340    -1272.3        737.500    1.9157E-2       86.5000       1.38970
     1.9157E-2        1.80000    347.350    -1272.6        737.460    1.9157E-2       86.5050       1.38850
     1.9157E-2        1.50000    347.350    -1273.0        737.410    1.9157E-2       86.5090       1.38740
     1.9157E-2        1.20000    347.360    -1273.3        737.330    1.9157E-2       86.5120       1.38620
     1.9157E-2        0.90000    347.360    -1273.6        737.220    1.9157E-2       86.5140       1.38500
     1.9157E-2        0.60000    347.360    -1273.8        737.090    1.9157E-2       86.5150       1.38380
     1.9157E-2        0.30000    347.370    -1274.0        736.930    1.9157E-2       86.5140       1.38260
     1.9157E-2   -2.2204E-15     347.370    -1274.2        736.750    1.9157E-2       86.5120       1.38130
     1.9157E-2       -0.3000     347.370    -1274.3        736.540    1.9157E-2       86.5090       1.38010
     1.9157E-2       -0.6000     347.370    -1274.4        736.310    1.9157E-2       86.5050       1.37880
     1.9157E-2       -0.9000     347.370    -1274.4        736.060    1.9157E-2       86.5000       1.37760
     1.9157E-2       -1.2000     347.370    -1274.5        735.780    1.9157E-2       86.4940       1.37630
     1.9157E-2       -1.5000     347.370    -1274.4        735.470    1.9157E-2       86.4870       1.37500
     1.9157E-2       -1.8000     347.370    -1274.4        735.140    1.9157E-2       86.4780       1.37370
     1.9157E-2       -2.1000     347.370    -1274.3        734.780    1.9157E-2       86.4680       1.37230
     1.9157E-2       -2.4000     347.370    -1274.1        734.400    1.9157E-2       86.4570       1.37100
     1.9157E-2       -2.7000     347.370    -1274.0        733.990    1.9157E-2       86.4460       1.36960
     1.9157E-2       -3.0000     347.360    -1273.8        733.560    1.9157E-2       86.4320       1.36830
     1.9157E-2       -3.3000     347.360    -1273.5        733.110    1.9157E-2       86.4180       1.36690
     1.9157E-2       -3.6000     347.360    -1273.2        732.630    1.9157E-2       86.4030       1.36550
     1.9157E-2       -3.9000     347.350    -1272.9        732.120    1.9157E-2       86.3860       1.36410
     1.9157E-2       -4.2000     347.340    -1272.6        731.590    1.9157E-2       86.3680       1.36260
     1.9157E-2       -4.5000     347.340    -1272.2        731.030    1.9157E-2       86.3500       1.36120
     1.9157E-2       -4.8000     347.330    -1271.7        730.450    1.9157E-2       86.3300       1.35970
     1.9157E-2       -5.1000     347.320    -1271.3        729.850    1.9157E-2       86.3080       1.35820
     1.9157E-2       -5.4000     347.320    -1270.8        729.220    1.9157E-2       86.2860       1.35670
     1.9157E-2       -5.7000     347.310    -1270.2        728.560    1.9157E-2       86.2630       1.35520
     1.9157E-2       -6.0000     347.300    -1269.6        727.880    1.9157E-2       86.2380       1.35370
     1.9157E-2       -6.3000     347.290    -1269.0        727.170    1.9157E-2       86.2130       1.35220
     1.9157E-2       -6.6000     347.280    -1268.4        726.440    1.9157E-2       86.1860       1.35060
     1.9157E-2       -6.9000     347.270    -1267.7        725.690    1.9157E-2       86.1580       1.34900
     1.9157E-2       -7.2000     347.260    -1267.0        724.910    1.9157E-2       86.1290       1.34740
     1.9157E-2       -7.5000     347.250    -1266.2        724.100    1.9157E-2       86.0980       1.34580
     1.9157E-2       -7.8000     347.240    -1265.4        723.270    1.9157E-2       86.0670       1.34420
     1.9157E-2       -8.1000     347.220    -1264.6        722.420    1.9157E-2       86.0350       1.34260
     1.9157E-2       -8.4000     347.210    -1263.7        721.540    1.9157E-2       86.0010       1.34090
     1.9157E-2       -8.7000     347.200    -1262.8        720.630    1.9157E-2       85.9660       1.33920
     1.9157E-2       -9.0000     347.180    -1261.9        719.700    1.9157E-2       85.9300       1.33750
     1.9157E-2       -9.3000     347.170    -1260.9        718.750    1.9157E-2       85.8930       1.33580
     1.9157E-2       -9.6000     347.150    -1259.9        717.770    1.9157E-2       85.8550       1.33410
     1.9157E-2       -9.9000     347.130    -1258.8        716.760    1.9157E-2       85.8160       1.33230
     1.9157E-2      -10.200      347.120    -1257.7        715.730    1.9157E-2       85.7750       1.33060
     1.9157E-2      -10.500      347.100    -1256.6        714.680    1.9157E-2       85.7340       1.32880
     1.9157E-2      -10.800      347.080    -1255.4        713.600    1.9157E-2       85.6910       1.32700
     1.9157E-2      -11.100      347.060    -1254.2        712.490    1.9157E-2       85.6470       1.32520
     1.9157E-2      -11.400      347.050    -1253.0        711.360    1.9157E-2       85.6020       1.32330
     1.9157E-2      -11.700      347.030    -1251.7        710.210    1.9157E-2       85.5560       1.32150
     1.9157E-2      -12.000      347.010    -1250.4        709.030    1.9157E-2       85.5090       1.31960
     1.9157E-2      -12.300      346.980    -1249.1        707.830    1.9157E-2       85.4600       1.31770
     1.9157E-2      -12.600      346.960    -1247.7        706.600    1.9157E-2       85.4110       1.31580
     1.9157E-2      -12.900      346.940    -1246.3        705.340    1.9157E-2       85.3600       1.31380
     1.9157E-2      -13.200      346.920    -1244.8        704.060    1.9157E-2       85.3090       1.31190
     1.9157E-2      -13.500      346.900    -1243.3        702.760    1.9157E-2       85.2560       1.30990
     1.9157E-2      -13.800      346.870    -1241.8        701.430    1.9157E-2       85.2020       1.30790
     1.9157E-2      -14.100      346.850    -1240.3        700.080    1.9157E-2       85.1470       1.30590
     1.9157E-2      -14.400      346.830    -1238.7        698.700    1.9157E-2       85.0900       1.30380
     1.9157E-2      -14.700      346.800    -1237.0        697.300    1.9157E-2       85.0330       1.30170
     1.9157E-2      -15.000      346.780    -1235.4        695.870    1.9157E-2       84.9750       1.29970
     1.9157E-2      -15.300      346.750    -1233.7        694.420    1.9157E-2       84.9150       1.29750
     1.9157E-2      -15.600      346.720    -1231.9        692.940    1.9157E-2       84.8540       1.29540
     1.9157E-2      -15.900      346.700    -1230.2        691.440    1.9157E-2       84.7930       1.29330
     1.9157E-2      -16.200      346.670    -1228.3        689.910    1.9157E-2       84.7300       1.29110
     1.9157E-2      -16.500      346.640    -1226.5        688.360    1.9157E-2       84.6660       1.28890
     1.9157E-2      -16.800      346.610    -1224.6        686.780    1.9157E-2       84.6000       1.28670
     1.9157E-2      -17.100      346.580    -1222.7        685.180    1.9157E-2       84.5340       1.28440
     1.9157E-2      -17.400      346.550    -1220.8        683.550    1.9157E-2       84.4670       1.28210
     1.9157E-2      -17.700      346.520    -1218.8        681.900    1.9157E-2       84.3980       1.27980
     1.9157E-2      -18.000      346.490    -1216.8        680.230    1.9157E-2       84.3290       1.27750
     1.9157E-2      -18.300      346.460    -1214.7        678.530    1.9157E-2       84.2580       1.27520
     1.9157E-2      -18.600      346.430    -1212.6        676.800    1.9157E-2       84.1860       1.27280
     1.9157E-2      -18.900      346.390    -1210.5        675.050    1.9157E-2       84.1130       1.27040
     1.9157E-2      -19.200      346.360    -1208.3        673.280    1.9157E-2       84.0390       1.26800
     1.9157E-2      -19.500      346.330    -1206.1        671.480    1.9157E-2       83.9640       1.26550
     1.9157E-2      -19.800      346.290    -1203.9        669.650    1.9157E-2       83.8880       1.26300
     1.9157E-2      -20.100      346.260    -1201.7        667.800    1.9157E-2       83.8110       1.26050
     1.9157E-2      -20.400      346.220    -1199.4        665.930    1.9157E-2       83.7320       1.25800
     1.9157E-2      -20.700      346.190    -1197.0        664.030    1.9157E-2       83.6530       1.25550
     1.9157E-2      -21.000      346.150    -1194.7        662.110    1.9157E-2       83.5720       1.25290
     1.9157E-2      -21.300      346.120    -1192.3        660.160    1.9157E-2       83.4900       1.25030
     1.9157E-2      -21.600      346.080    -1189.8        658.190    1.9157E-2       83.4070       1.24760
     1.9157E-2      -21.900      346.040    -1187.4        656.190    1.9157E-2       83.3240       1.24490
     1.9157E-2      -22.200      346.000    -1184.9        654.170    1.9157E-2       83.2390       1.24220
     1.9157E-2      -22.500      345.960    -1182.3        652.130    1.9157E-2       83.1520       1.23950
     1.9157E-2      -22.800      345.920    -1179.8        650.050    1.9157E-2       83.0650       1.23680
     1.9157E-2      -23.100      345.880    -1177.1        647.960    1.9157E-2       82.9770       1.23400
     1.9157E-2      -23.400      345.840    -1174.5        645.840    1.9157E-2       82.8880       1.23110
     1.9157E-2      -23.700      345.800    -1171.8        643.700    1.9157E-2       82.7970       1.22830
     1.9157E-2      -24.000      345.760    -1169.1        641.530    1.9157E-2       82.7060       1.22540
     1.9157E-2      -24.300      345.720    -1166.4        639.330    1.9157E-2       82.6130       1.22250
     1.9157E-2      -24.600      345.680    -1163.6        637.120    1.9157E-2       82.5190       1.21950
     1.9157E-2      -24.900      345.630    -1160.8        634.870    1.9157E-2       82.4250       1.21660
     1.9157E-2      -25.200      345.590    -1158.0        632.610    1.9157E-2       82.3290       1.21350
